Date,volume,pct_change_1d,rsi,adx,corr,volatility
2023-02-02,8523200,-0.0263158844247998,25.717478429181025,20.038181184617585,0.662245671719542,1.5032859258647568
2023-02-03,9219400,0.0270271271800031,39.15840615290747,23.30340055095072,0.7017718093307301,1.8068650729010136
2023-02-07,11662300,-0.0368421292696664,30.55749286454767,27.48422482861854,0.837255890039203,2.094668411635261
2023-02-08,5665300,0.010928888362699,35.08394486426075,31.246966678519573,0.8722488902300498,2.1606375745812105
2023-02-09,6074700,0.0054054394196236,37.35260105124302,33.78716402303486,0.8378568765590456,2.182707968724558
2023-02-10,4602400,-0.0215054413997012,32.33090420092877,36.5166188992004,0.8341853203324644,2.1674471068226926
2023-02-13,4697600,-0.0274724169616273,27.243887785383404,39.83400956641129,0.8738170228152463,2.245118484121429
2023-02-14,8820100,-0.0112995052163985,25.46322887227795,43.317697363860646,0.9076031618127216,2.069371868632787
2023-02-15,12518500,0.062857168198892,46.73736485552261,43.7563265863785,0.6571176950730626,3.1505298590698394
2023-02-16,10039000,-0.026881958219597,40.84892226969348,42.98432587260189,0.5657526643866386,3.118597154772084
2023-02-17,5678900,0.0,40.84892226969348,42.28952523020295,0.5557804045686064,3.0227662763705343
2023-02-20,7214500,-0.0055245404910956,39.61658653997929,41.96158888564281,0.3983681533600726,2.848337928955763
2023-02-21,8405400,-0.0277778775837183,33.92960631791673,43.1096106681139,0.5163069182930978,2.7485403999465707
2023-02-22,22135300,-0.0342855601234057,28.47879179580258,44.9795707049319,0.5938204297865709,2.8435988603611784
2023-02-23,11225200,-0.0059172725316845,27.65600269249901,47.07115355097661,0.6261728017367245,2.8036832395753017
2023-02-24,12859600,-0.0119046821618479,25.98756926671105,49.31594063420712,0.7214880978863034,2.7753680026258323
2023-02-27,20182200,-0.0060242113891039,25.1448043205278,51.33624900911458,0.8680945504403805,2.696979900075681
2023-02-28,11562900,0.0303029851676455,36.57201479464237,51.188743108395,0.9141110873782168,2.9286533428277663
2023-03-01,13272100,-0.0294117221864738,31.268301302528663,51.628272500358925,0.8983667822980338,1.919999436999641
2023-03-02,6545200,0.0036495878290108,32.57675014551288,52.02384895312646,0.8556052230060331,1.8950968068111944
2023-03-03,7129900,0.0060607102045724,34.87280032320778,51.679408765271646,0.765274086544834,1.9352400706435875
2023-03-06,4265300,0.0060240440036569,37.24718563621215,49.43065205403887,0.6053967864160321,1.98599839980205
2023-03-07,5345300,0.0179639937595192,44.046940299310265,47.406771013929365,-0.0219403488147647,1.9791887621338875
2023-03-08,6899600,-0.0058821509280023,42.34748090595956,46.27197077305995,-0.3370930059601597,1.645745146142868
2023-03-09,3162200,-0.0177515523905255,37.52164595523974,45.25065171905384,-0.3993850101209072,1.7369301819623224
2023-03-10,4630600,0.024096253652065,46.54601772369399,43.56298042781631,-0.411996511714373,1.848345190042423
2023-03-13,5665100,-0.0235292860081604,40.10897422168812,42.04407626570254,-0.1779891841680659,2.017441339921672
2023-03-14,6281300,0.0,40.10897422168812,42.23920440902383,-0.6483376326947423,1.7393485475527672
2023-03-15,3429600,0.0180723649232816,46.90753862073728,40.85864315462149,-0.5218631027770294,1.5410092444652987
2023-03-16,2888000,-0.0236688127799523,40.154658667983504,40.38337495501629,-0.3356743897401725,1.7531975649327884
2023-03-17,7030300,0.0,40.154658667983504,39.955633575371614,-0.3108009795328889,1.7408827911976363
2023-03-20,4971600,-0.0303030042670388,32.85545851309733,40.90797620131592,0.1811203547129044,1.9560891459079792
2023-03-21,6617500,0.0062499461329585,35.46242878888622,42.51539362906449,0.5881070801144367,1.840963155224696
2023-03-22,2926800,0.0186338610640581,42.85798522497311,42.40621889501273,0.5509022295391485,1.989200509917281
2023-03-23,3470300,0.0060972710765041,45.18431527986292,41.56995711445872,0.4637179032203699,1.9324474193973733
2023-03-24,4797400,0.0060607102045724,47.55673215514445,40.81730742587363,0.2640314410191823,1.753978466895031
2023-03-27,4527200,-0.0060241992785307,45.374717870240886,39.32859954341766,0.1746945961616639,1.5983305130009846
2023-03-28,5341600,0.0,45.374717870240886,38.455515433681086,0.0934279671645349,1.5983305130009846
2023-03-29,4462000,0.0,45.37471787024089,38.12387622990241,-0.313753776074941,1.4614595493488232
2023-03-30,20950500,-0.0727273508352477,25.850817368201444,40.55592703053476,0.3428868578258403,2.621585246957028
2023-03-31,16846500,0.0130719526820011,31.32312860614225,42.74477275110387,0.5450438431627573,2.693097376681723
2023-04-03,15483000,0.0645161585361038,51.293207104798185,40.853257564533465,0.5565367559853647,3.331705456893523
2023-04-04,16281900,-0.0060603196646982,49.6879051392826,39.1508938966201,0.6035527735518044,3.3434979875815
2023-04-05,3933200,-0.0060977425818263,48.01799917223259,37.97396594911494,0.583854955013956,3.300917831887708
2023-04-06,5444800,-0.0061350741001894,46.2894749194396,37.27245316816072,0.5517251910162922,3.2979969606240367
2023-04-07,5459100,-0.0185186776273562,41.33024328867248,37.61485824857897,0.5238950206907576,3.328170619774644
2023-04-10,4638200,0.0251575069675271,49.36671473164397,37.92298790575213,0.360560435578532,3.448873188328009
2023-04-11,11399900,0.0122698319349925,52.94730572014953,36.11378114384263,0.0897045407006662,3.4732979325540363
2023-04-12,4927300,0.0,52.94730572014953,34.48549505812408,-0.2982119449773399,3.4732979325540363
2023-04-13,2997700,-0.0121211079772457,48.695959124352974,33.48115380040247,0.0836671235469148,2.4224370859150426
2023-04-14,4672000,-0.0061350741001894,46.61645135898051,31.829727121213903,-0.079342947345305,2.441562174984747
