Date,close,volume,pct_change_1d,rsi,adx,corr,volatility,signal
2023-02-02,1.7049843072891235,8523200,-0.026315884424799818,25.717478429181025,20.038181184617585,0.662245671719542,1.5032859258647568,1
2023-02-03,1.7510651350021362,9219400,0.027027127180003108,39.15840615290747,23.30340055095072,0.7017718093307301,1.8068650729010136,0
2023-02-07,1.6865521669387815,11662300,-0.03684212926966646,30.55749286454767,27.48422482861854,0.837255890039203,2.094668411635261,1
2023-02-08,1.7049843072891235,5665300,0.010928888362699007,35.08394486426075,31.246966678519573,0.8722488902300498,2.1606375745812105,1
2023-02-09,1.714200496673584,6074700,0.005405439419623681,37.35260105124302,33.78716402303486,0.8378568765590456,2.182707968724558,0
2023-02-10,1.6773358583450315,4602400,-0.02150544139970123,32.33090420092877,36.5166188992004,0.8341853203324644,2.1674471068226926,0
2023-02-13,1.6312553882598877,4697600,-0.02747241696162739,27.243887785383404,39.83400956641129,0.8738170228152463,2.245118484121429,0
2023-02-14,1.6128230094909668,8820100,-0.011299505216398553,25.46322887227795,43.317697363860646,0.9076031618127215,2.069371868632787,1
2023-02-15,1.714200496673584,12518500,0.06285716819889209,46.737364855522614,43.7563265863785,0.6571176950730626,3.1505298590698394,0
2023-02-16,1.6681194305419922,10039000,-0.026881958219597046,40.84892226969348,42.98432587260189,0.5657526643866386,3.118597154772084,0
2023-02-17,1.6681194305419922,5678900,0.0,40.84892226969348,42.28952523020295,0.5557804045686064,3.0227662763705343,0
2023-02-20,1.6589038372039795,7214500,-0.005524540491095631,39.61658653997929,41.96158888564281,0.3983681533600726,2.848337928955763,0
2023-02-21,1.6128230094909668,8405400,-0.027777877583718302,33.92960631791673,43.1096106681139,0.5163069182930978,2.7485403999465707,0
2023-02-22,1.557526469230652,22135300,-0.03428556012340578,28.47879179580258,44.9795707049319,0.5938204297865709,2.8435988603611784,0
2023-02-23,1.548310160636902,11225200,-0.005917272531684503,27.65600269249901,47.071153550976604,0.6261728017367245,2.8036832395753017,0
2023-02-24,1.52987802028656,12859600,-0.011904682161847924,25.98756926671105,49.31594063420712,0.7214880978863034,2.7753680026258323,0
2023-02-27,1.52066171169281,20182200,-0.006024211389103917,25.144804320527797,51.33624900911458,0.8680945504403805,2.696979900075681,1
2023-02-28,1.5667423009872437,11562900,0.030302985167645513,36.57201479464237,51.188743108395,0.9141110873782167,2.9286533428277663,0
2023-03-01,1.52066171169281,13272100,-0.02941172218647381,31.268301302528663,51.628272500358925,0.8983667822980338,1.919999436999641,1
2023-03-02,1.526211500167847,6545200,0.003649587829010814,32.57675014551288,52.02384895312646,0.8556052230060331,1.8950968068111944,1
2023-03-03,1.53546142578125,7129900,0.006060710204572439,34.87280032320778,51.679408765271646,0.765274086544834,1.9352400706435873,1
2023-03-06,1.5447111129760742,4265300,0.00602404400365697,37.24718563621215,49.430652054038866,0.6053967864160321,1.98599839980205,1
2023-03-07,1.5724602937698364,5345300,0.017963993759519292,44.046940299310265,47.406771013929365,-0.021940348814764768,1.9791887621338873,0
2023-03-08,1.5632108449935913,6899600,-0.005882150928002372,42.34748090595956,46.27197077305995,-0.33709300596015973,1.645745146142868,0
2023-03-09,1.53546142578125,3162200,-0.017751552390525505,37.52164595523974,45.250651719053835,-0.3993850101209072,1.7369301819623224,1
2023-03-10,1.5724602937698364,4630600,0.024096253652065025,46.546017723693986,43.56298042781631,-0.411996511714373,1.848345190042423,0
2023-03-13,1.53546142578125,5665100,-0.0235292860081604,40.108974221688115,42.04407626570254,-0.1779891841680659,2.017441339921672,0
2023-03-14,1.53546142578125,6281300,0.0,40.108974221688115,42.23920440902383,-0.6483376326947423,1.7393485475527672,1
2023-03-15,1.5632108449935913,3429600,0.01807236492328168,46.907538620737284,40.85864315462149,-0.5218631027770294,1.5410092444652987,0
2023-03-16,1.526211500167847,2888000,-0.023668812779952364,40.154658667983504,40.38337495501629,-0.3356743897401725,1.7531975649327884,0
2023-03-17,1.526211500167847,7030300,0.0,40.154658667983504,39.955633575371614,-0.31080097953288893,1.7408827911976363,0
2023-03-20,1.479962706565857,4971600,-0.030303004267038802,32.85545851309733,40.90797620131592,0.18112035471290444,1.9560891459079792,1
2023-03-21,1.4892123937606812,6617500,0.006249946132958595,35.46242878888622,42.51539362906449,0.5881070801144367,1.8409631552246957,1
2023-03-22,1.5169621706008911,2926800,0.018633861064058177,42.85798522497311,42.40621889501273,0.5509022295391485,1.989200509917281,1
2023-03-23,1.526211500167847,3470300,0.0060972710765041516,45.184315279862915,41.56995711445872,0.4637179032203699,1.9324474193973735,1
2023-03-24,1.53546142578125,4797400,0.006060710204572439,47.55673215514445,40.81730742587363,0.26403144101918236,1.7539784668950307,0
2023-03-27,1.526211500167847,4527200,-0.006024199278530706,45.374717870240886,39.32859954341766,0.1746945961616639,1.5983305130009846,0
2023-03-28,1.526211500167847,5341600,0.0,45.374717870240886,38.455515433681086,0.09342796716453493,1.5983305130009846,0
2023-03-29,1.526211500167847,4462000,0.0,45.37471787024089,38.12387622990241,-0.313753776074941,1.4614595493488232,0
2023-03-30,1.41521418094635,20950500,-0.07272735083524773,25.850817368201444,40.55592703053476,0.34288685782584033,2.6215852469570278,1
2023-03-31,1.4337137937545776,16846500,0.01307195268200112,31.32312860614225,42.74477275110387,0.5450438431627573,2.693097376681723,1
2023-04-03,1.526211500167847,15483000,0.06451615853610382,51.293207104798185,40.853257564533465,0.5565367559853647,3.331705456893523,0
2023-04-04,1.5169621706008911,16281900,-0.006060319664698222,49.6879051392826,39.1508938966201,0.6035527735518044,3.3434979875815,0
2023-04-05,1.5077121257781982,3933200,-0.006097742581826382,48.01799917223259,37.97396594911494,0.583854955013956,3.3009178318877077,0
2023-04-06,1.498462200164795,5444800,-0.0061350741001894304,46.2894749194396,37.272453168160716,0.5517251910162922,3.2979969606240367,0
2023-04-07,1.470712661743164,5459100,-0.01851867762735626,41.33024328867248,37.61485824857897,0.5238950206907576,3.3281706197746437,1
2023-04-10,1.5077121257781982,4638200,0.025157506967527166,49.36671473164397,37.92298790575213,0.360560435578532,3.4488731883280095,1
2023-04-11,1.526211500167847,11399900,0.012269831934992537,52.94730572014953,36.11378114384263,0.08970454070066623,3.4732979325540363,0
2023-04-12,1.526211500167847,4927300,0.0,52.94730572014953,34.48549505812408,-0.2982119449773399,3.4732979325540363,0
2023-04-13,1.5077121257781982,2997700,-0.012121107977245749,48.695959124352974,33.48115380040247,0.08366712354691484,2.4224370859150426,0
2023-04-14,1.498462200164795,4672000,-0.0061350741001894304,46.61645135898051,31.829727121213903,-0.07934294734530505,2.441562174984747,1
2023-04-17,1.5077121257781982,2606500,0.006172945578731381,49.034693330624116,30.343443109944197,-0.12667741058873533,1.2681807774702034,0
2023-04-18,1.5077121257781982,3080900,0.0,49.03469333062411,29.00578749980146,-0.17659044661558784,1.2565179459371645,0
2023-04-19,1.498462200164795,8649800,-0.0061350741001894304,46.43765943442678,26.146993979289363,-0.2186329252189378,1.2567019317077812,0
2023-04-20,1.4892123937606812,5703800,-0.00617286602431244,43.85680765049791,23.57408392226524,-0.2581896872652239,1.2568892885231042,0
2023-04-25,1.470712661743164,3008400,-0.012422493994157624,39.035718087450434,23.325941091934762,-0.6063820243713905,1.1719588017931402,0
2023-04-26,1.4337137937545776,2743700,-0.02515710169023322,31.372122544850985,24.58166281739792,-0.1066516985437784,1.048351939371844,1
2023-04-27,1.4522135257720947,1167100,0.012903364742743006,38.12123314060105,25.71181237031476,0.3933414604854716,1.0600539581424384,1
