Date,volume,pct_change_1d,rsi,adx,corr,volatility,volume^2,pct_change_1d^2,rsi^2,adx^2,corr^2,volatility^2,volume*pct_change_1d,volume*rsi,volume*adx,volume*corr,volume*volatility,pct_change_1d*rsi,pct_change_1d*adx,pct_change_1d*corr,pct_change_1d*volatility,rsi*adx,rsi*corr,rsi*volatility,adx*corr,adx*volatility,corr*volatility,close
2023-02-02,8523200,-0.026315683773371346,25.717446491083766,20.03838737476671,0.6622472936133722,1.5032803580989986,72644938240000,0.0006925152124600799,661.3870540217567,401.5369685812099,0.43857147789823603,2.2598518350462538,-224293.83593719866,219194939.93280515,170791183.27261162,5644466.132925494,12812759.148149384,-0.6767721893179589,-0.5273238654826775,-0.017427490358500507,-0.03955985052645369,515.3361550781714,17.031309337366938,38.66053217050824,13.27036780731562,30.123314148465752,0.9955433486932028,1.704984426498413
2023-02-03,9219400,0.027026915535985907,39.158321927652516,23.303650499648974,0.7017734412888275,1.806856388606872,84997336360000,0.0007304541633893164,1533.3741761896717,543.0601266097899,0.4924859628983634,3.264730009049468,249171.94509246846,361016233.1797996,214845675.41646376,6469930.064618216,16658131.789122196,1.0583286592696093,0.6298257937341486,0.018966771523111305,0.04883375500053446,912.531848354755,27.480270334264457,70.75346414210351,16.353883005730765,42.106349783152474,1.2680038257473476,1.7510648965835571
2023-02-07,11662300,-0.03684206620778807,30.557416447244883,27.48449912785199,0.8372567298953313,2.094659658161515,136009241290000,0.0013573378424590397,933.7556999303521,755.3976923088968,0.7009988317550238,4.387599083529316,-429663.2287350868,356369757.832704,320532474.17874825,9764339.161058322,24428549.331377037,-1.125798359888348,-1.0125857365562165,-0.03084626787571993,-0.07717158980876927,839.8552856937121,25.58440256867006,64.00738748968503,23.01158186259644,57.57067154788691,1.7537678956359826,1.6865520477294922
2023-02-08,5665300,0.010929030499672532,35.083941240135026,31.247262893234705,0.8722491029469758,2.1606303413802053,32095624090000,0.00011944370766277243,1230.8829329412472,976.3914383189225,0.760818497591804,4.668323472092743,61916.23648979479,198761052.30773696,177025118.46904257,4941552.842925502,12240619.073021278,0.38343346386215466,0.34150228919144787,0.009532837049419504,0.02361359489946214,1096.2771352612979,30.601936274552184,75.803427938636,27.255397028172293,67.51378429220672,1.884607877068902,1.704984426498413
2023-02-09,6074700,0.005405299205464509,37.35254539568998,33.78749553176663,0.8378571513716909,2.1827000501533953,36901980090000,2.921725950059525e-05,1395.2126475370808,1141.59485430915,0.7020046061046846,4.764179508939634,32835.57108343525,226905507.51519793,205248899.10682276,5089730.837437611,13259247.99466683,0.20190168394940006,0.1826315227524938,0.004528868594602158,0.011798146846861491,1262.0489606569854,31.296097281714577,81.52940270852949,28.309094758229726,73.74796819174465,1.8287908463203706,1.7142003774642944
2023-02-10,4602400,-0.021505234268594964,32.33088568119629,36.516969820516714,0.8341852282748597,2.167438823583939,21182085760000,0.00046247510094715114,1045.2861689305835,1333.4890848725286,0.6958649950719799,4.697791053978929,-98975.69019778146,148799668.2591378,168065701.90194613,3839254.0946122147,9975420.441662721,-0.6952832706852887,-0.7853059907694241,-0.017939348757452227,-0.04661127966402048,1180.625976690821,26.969947252297125,70.07521682627892,30.461916805633898,79.14829810863095,1.8080454498231617,1.6773360967636108
2023-02-13,4697600,-0.02747262626847713,27.24382263913997,39.834375654233135,0.873817075779256,2.245112879240781,22067445760000,0.0007547451940874196,742.2258719929156,1586.7774837625616,0.7635562819234101,5.040531840532829,-129055.40915879817,127980581.22962393,187125963.07332557,4104843.095180633,10546642.261521492,-0.7484593574897687,-1.094354914986871,-0.02400604994989706,-0.0616791470619266,1085.2406652648028,23.806117431581985,61.16545708688471,34.807957649674385,89.43266981783421,1.9618179709325252,1.631255269050598
2023-02-14,8820100,-0.01129943296389091,25.463175456143176,43.318068825251885,0.907603120268121,2.0693676546170763,77794164010000,0.0001276771853054645,648.3733043103323,1876.4550867492592,0.8237434239204292,4.282282489975379,-99662.12868481422,224587753.84072843,382069698.8456041,8005150.281076854,18252029.650488075,-0.28771944411448214,-0.4894696148161463,-0.010255400615287852,-0.023382681090989812,1103.0155869186747,23.11045749593018,52.692671672782105,39.31561442978783,89.64101048745258,1.8781645403123817,1.6128230094909668
2023-02-15,12518500,0.06285709428545672,46.73734333476687,43.75669656792974,0.6571179402038578,3.150525258137724,156712842250000,0.003951014302010795,2184.3792619918772,1914.648494537874,0.4318039873377609,9.925809402163773,786876.5348124899,585081432.5362791,547768205.9856284,8226130.934441994,39439850.4439971,2.937773596645203,2.7504188017904796,0.041304524324059,0.19803286319947577,2045.0717506905473,30.71194678274251,147.24718067443783,28.753310318843205,137.8565777499309,2.070266668187689,1.7142003774642944
2023-02-16,10039000,-0.026881751462385806,40.84893332245126,42.98466690810685,0.5657523479665476,3.118589630031038,100781521000000,0.0007226285616854814,1668.6353535820688,1847.6815892008963,0.32007571922966155,9.725601280537127,-269865.9029308911,410082441.62408817,431523071.0904847,5679587.821236172,31307521.29588159,-1.0980908730777044,-1.155503132517168,-0.015208414007297943,-0.08383315134766807,1755.877792417034,23.110379939105748,127.39105985722581,24.318676229821413,134.05153646996035,1.7643494055341868,1.6681196689605713
2023-02-17,5678900,0.0,40.84893332245125,42.289840214266256,0.5557790288595023,3.022760074338203,32249905210000,0.0,1668.6353535820683,1788.4305853481715,0.30889032892001145,9.1370784670131,0.0,231977007.44486842,240159773.59279665,3156213.5269902274,17165952.18615922,0.0,0.0,0.0,0.0,1727.49486312968,22.70298049189852,123.47652472640904,23.503806324908425,127.8320405498262,1.6799866585909633,1.6681196689605713
2023-02-20,7214500,-0.005524825554580004,39.616532204380405,41.96189502237674,0.3983677749053694,2.8483341201167303,52049010250000,3.0523697408540246e-05,1569.4696239007098,1760.8006338689656,0.15869688408305507,8.113007259821147,-39858.85396351744,285813471.5885024,302734091.638937,2874024.3120547873,20549306.50958215,-0.21887442950660257,-0.23183214993823045,-0.0022009124629183596,-0.015736549134803064,1662.384765510818,15.781949783725931,112.84112039843997,16.716266750876915,119.52149733699204,1.134684525617945,1.6589035987854004
