Date,volume,pct_change_1d,rsi,adx,corr,volatility,volume^2,pct_change_1d^2,rsi^2,adx^2,corr^2,volatility^2,volume*pct_change_1d,volume*rsi,volume*adx,volume*corr,volume*volatility,pct_change_1d*rsi,pct_change_1d*adx,pct_change_1d*corr,pct_change_1d*volatility,rsi*adx,rsi*corr,rsi*volatility,adx*corr,adx*volatility,corr*volatility
2024-12-05,11486700,0.0109889960000955,39.12052099598631,47.69798462448848,0.3347177954489892,1.7936864220642148,131944276890000,0.0001207580330901,1530.4151629974058,2275.09773723794,0.1120360025902313,3.2173109806975244,126227.30035429708,449365688.524596,547892439.9861119,3844802.900983905,20603537.824325018,0.4298952487465459,0.524152962251121,0.0036782125153497,0.0197108129174892,1865.9700089685336,13.094334544592432,70.16994733457868,15.965364260868569,85.55522738077268,0.6003787649201192
2024-12-06,13949000,0.0271740112979106,48.09317299511767,44.57035490514112,0.1446598840149547,1.7193817270186655,194574601000000,0.0007384268900189,2312.953288738315,1986.5165363702372,0.0209264820432201,2.956273523205689,379050.2835945555,670851670.1088964,621711880.5718136,2017860.7221246045,23983655.710183367,1.3068844263216983,1.2111553277441918,0.0039309893225768,0.0467224984754263,2143.5297889067438,6.957152827384877,82.69052284215286,6.4475423710830855,76.6334537906364,0.2487255612079527
2024-12-09,4070600,-0.0158731242866609,43.790485218164136,41.7554881577285,0.0359106788591397,1.8128824597755189,16569784360000,0.0002519560746197,1917.606595642252,1743.5207912902051,0.0012895768561242,3.286542812961735,-64613.13972128222,178253549.12905893,169969890.09484965,146178.0093640142,7379519.340762226,-0.6950918144411102,-0.6627900531778256,-0.0005700146687494,-0.0287761086011245,1828.4930869482373,1.5725460517553975,79.38700255706888,1.4994679258388004,75.69779208051038,0.0651018398223659
2024-12-10,7389800,-0.0161289439984091,39.831074751916965,40.02034226551084,0.1415169011439159,1.8833581561970048,54609144040000,0.0002601428345038,1586.5145158927971,1601.6277950486335,0.0200270333093768,3.547037944513783,-119189.67035944386,294343676.201716,295742325.273672,1045781.59607331,13917640.102664627,-0.6424331740701169,-0.6454858591975907,-0.0022825181733786,-0.0303765782302485,1594.0532443748643,5.636770268122959,75.01617950411543,5.663554820133978,75.37263801954558,0.2665270100091194
2024-12-11,9323100,-0.01092908183558,37.330779766352606,39.18397853858396,0.261713759510315,1.8982998555480295,86920193610000,0.0001194448297688,1393.5871179639212,1535.3841741122085,0.068494091917023,3.6035423415736703,-101892.92286129642,348038592.839682,365316150.3130721,2439983.5512906183,17698039.383259837,-0.4079911470524838,-0.4282449080917967,-0.0028602910951855,-0.0207466744697542,1462.7684731933648,9.769978718103742,70.86501383796247,10.254986335904308,74.38294079959103,0.4968111918733628
2024-12-12,3753700,0.0055249232561922,39.44263286283675,38.431251106381794,0.3590005803495078,1.8413156092930352,14090263690000,3.052477698681396e-05,1555.7212871525298,1476.961061601772,0.1288814166912834,3.3904431730261813,20738.904426768844,148055810.9772303,144259387.27802533,1347580.4784579475,6911746.402603266,0.2179175195893394,0.2123297130022128,0.0019834506553595,0.0101731274317728,1515.829727848506,14.159928088270965,72.62633556195574,13.796841450748728,70.76406254684102,0.6610333723428072
2024-12-13,5624300,-0.0054945661996133,38.01909608609747,37.75379646163301,0.5234151309185802,1.8413156092930352,31632750490000,3.019025772193299e-05,1445.451667203912,1425.3491472664132,0.2739633992745144,3.3904431730261813,-30903.08867648511,213830802.117038,212338677.4391625,2943843.7208253704,10356111.381346818,-0.2088984402945216,-0.2074407339451691,-0.0028759390867114,-0.0101172305096418,1435.365215289792,19.899770155310787,70.00515507454301,19.76090831763907,69.51665473487702,0.9637724507005392
2024-12-16,8781300,0.0055249232561922,40.40879111789574,36.33125020365491,0.6274874919973419,1.8413156092930352,77111229690000,3.052477698681396e-05,1632.8703996097297,1319.959741360575,0.3937405526131142,3.3904431730261813,48516.008589601,354841717.4435778,319035607.4133549,5510155.9134762585,16169144.75988493,0.2232554698018769,0.2007273691767124,0.0034668202375058,0.0101731274317728,1468.1019005314984,25.356010993212863,74.40533783804318,22.797405071419337,66.89729810512056,1.155402513650844
2024-12-17,12033100,-0.0109889960000953,37.21988524373396,36.35611942370464,0.6028629019002323,1.59206075358491,144795495610000,0.0001207580330901,1385.3198575567246,1321.7674195506734,0.3634436784875691,2.534657443105352,-132231.6877687479,447870601.1263751,437476820.6373802,7254309.584855685,19157426.25396258,-0.4090091700674021,-0.3995172509260807,-0.0066248580175875,-0.0174951492530534,1353.1705928577735,22.438488026431088,59.25631854948296,21.917755657605976,57.88115088712618,0.9597943659076696
2024-12-18,10731400,0.0055554789362914,39.85667429055307,36.378506793469896,0.6904024032288636,1.3870155685597785,115162945960000,3.086334621157844e-05,1588.5544855032342,1323.3957565225353,0.4766554783841903,1.9238121874272056,59618.06665691851,427717914.4816412,390392307.8034429,7408984.350010226,14884618.872442408,0.2214229144917982,0.2021000282248589,0.0038355160087029,0.0077055357754422,1449.926296444002,27.517143714907903,55.28182775201338,25.11580851608916,50.45755528350041,0.9575988818495196
