Date,close,high,low,volume
2023-01-03,1.843226432800293,1.8616586795499188,1.8247941860506671,1624100
2023-01-04,1.8340100049972534,1.880090614222375,1.8340100049972534,1706800
2023-01-05,1.8340100049972534,1.8432261268422778,1.8247938831522292,1391300
2023-01-06,1.8800907135009766,1.8800907135009766,1.8340101018425583,3364000
2023-01-09,1.898522973060608,1.898522973060608,1.8800907282526167,3771500
2023-01-10,1.8800907135009766,1.898522958164344,1.8616584688376092,6016600
2023-01-11,1.8155781030654907,1.898523215284017,1.8063619794856545,9782000
2023-01-12,1.8155781030654907,1.824794226645327,1.8063619794856545,7753900
2023-01-13,1.8063616752624512,1.8247939193178084,1.8063616752624512,5168400
2023-01-16,1.8063616752624512,1.8247939193178084,1.7787131993145748,4176000
2023-01-17,1.8155781030654907,1.8155781030654907,1.7971458559058182,4281900
2023-01-18,1.8063616752624512,1.8247939193178084,1.7971455532347727,4474500
2023-01-19,1.8063616752624512,1.8155777972901297,1.7971455532347727,4981000
2023-01-20,1.8063616752624512,1.8155777972901297,1.7971455532347727,3382000
2023-01-25,1.8247939348220825,1.8247939348220825,1.7971455685041338,1850400
2023-01-26,1.7971454858779907,1.8247938509247692,1.7971454858779907,4628300
2023-01-27,1.8247939348220825,1.8247939348220825,1.7971455685041338,2952600
2023-01-30,1.8063616752624512,1.8247939193178084,1.8063616752624512,8476700
2023-01-31,1.7510648965835571,1.8155778629761712,1.6865520400557876,15168300
2023-02-02,1.704984426498413,1.7602811652614057,1.704984426498413,8523200
2023-02-03,1.7510648965835571,1.769497141305777,1.7142004071391173,9219400
2023-02-07,1.6865520477294922,1.7694971493568765,1.6589035706555189,11662300
2023-02-08,1.704984426498413,1.723416672752744,1.677336057116917,5665300
2023-02-09,1.7142003774642944,1.7326326218674304,1.6773358886580223,6074700
2023-02-10,1.6773360967636108,1.723416713488632,1.658903740208746,4602400
2023-02-13,1.6312552690505981,1.695768238331261,1.612823023503223,4697600
2023-02-14,1.6128230094909668,1.6773359782111388,1.5759585187164962,8820100
2023-02-15,1.7142003774642944,1.7142003774642944,1.6312551677853395,12518500
2023-02-16,1.6681196689605713,1.732632634714748,1.6589035466906665,10039000
2023-02-17,1.6681196689605713,1.6865520233652243,1.6589035466906665,5678900
2023-02-20,1.6589035987854004,1.6773359537688868,1.6496874762260807,7214500
2023-02-21,1.6128230094909668,1.6589036229590548,1.5943907641037314,8405400
2023-02-22,1.5575263500213623,1.6036069657584453,1.5483101170090916,22135300
2023-02-23,1.5483101606369019,1.5759586407230761,1.5206617904155848,11225200
2023-02-24,1.529877781867981,1.5759585047938214,1.4930132914191867,12859600
2023-02-27,1.5206615924835205,1.5390938368985576,1.511445470276002,20182200
2023-02-28,1.5667424201965332,1.5667424201965332,1.5206616961526056,11562900
2023-03-01,1.5206615924835205,1.5575261911784377,1.4930132258609647,13272100
2023-03-02,1.5262115001678467,1.5447110161279956,1.4984622262276233,6545200
2023-03-03,1.5354613065719604,1.5539608231155309,1.5077120317566046,7129900
2023-03-06,1.5447112321853638,1.5817103795465117,1.5262117136377038,4265300
2023-03-07,1.5724605321884155,1.5817102909441032,1.5447111456555305,5345300
2023-03-08,1.5632107257843018,1.5724604842580463,1.5262115816235045,6899600
2023-03-09,1.5354613065719604,1.5724604499249177,1.5262115483001752,3162200
2023-03-10,1.5724605321884155,1.5817102909441032,1.5262116281441551,4630600
2023-03-13,1.5354613065719604,1.5724604499249177,1.5354613065719604,5665100
2023-03-14,1.5354613065719604,1.5539608231155309,1.4984622734848194,6281300
2023-03-15,1.5632107257843018,1.5724604842580463,1.5354613400972492,3429600
2023-03-16,1.5262115001678467,1.5632106423539571,1.5169617421877721,2888000
2023-03-17,1.5262115001678467,1.5539607741080699,1.5169617421877721,7030300
2023-03-20,1.479962944984436,1.5262117422197061,1.479962944984436,4971600
2023-03-21,1.4892125129699707,1.507712029485677,1.452213479938558,6617500
2023-03-22,1.5169618129730225,1.5262115713847137,1.4892125377379481,2926800
2023-03-23,1.5262115001678467,1.535461258147921,1.5077119842076978,3470300
2023-03-24,1.5354613065719604,1.5354613065719604,1.51696179002839,4797400
2023-03-27,1.5262115001678467,1.5447110161279956,1.5169617421877721,4527200
2023-03-28,1.5262115001678467,1.5262115001678467,1.5077119842076978,5341600
2023-03-29,1.5262115001678467,1.5262115001678467,1.4984622262276233,4462000
2023-03-30,1.4152144193649292,1.5262116352131094,1.4059646605663993,20950500
2023-03-31,1.4337137937545776,1.4892124512680605,1.405964520130742,16846500
2023-04-03,1.5262115001678467,1.5447110161279956,1.4522134363272512,15483000
2023-04-04,1.5169618129730225,1.5262115713847137,1.4984622961496397,16281900
2023-04-05,1.5077122449874878,1.5169620045674368,1.48921272582759,3933200
2023-04-06,1.498462200164795,1.5169617158031807,1.4799626845264091,5444800
2023-04-07,1.4707132577896118,1.5077122973954922,1.4522137379866715,5459100
2023-04-10,1.5077122449874878,1.5077122449874878,1.479962966247641,4638200
2023-04-11,1.5262115001678467,1.535461258147921,1.4984622262276233,11399900
2023-04-12,1.5262115001678467,1.5262115001678467,1.4984622262276233,4927300
2023-04-13,1.5077122449874878,1.5169620045674368,1.48921272582759,2997700
2023-04-14,1.498462200164795,1.5262114736223735,1.489212442345602,4672000
2023-04-17,1.5077122449874878,1.5169620045674368,1.48921272582759,2606500
2023-04-18,1.5077122449874878,1.5077122449874878,1.48921272582759,3080900
2023-04-19,1.498462200164795,1.5262114736223735,1.489212442345602,8649800
2023-04-20,1.4892125129699707,1.5169617877435302,1.4892125129699707,5703800
2023-04-25,1.4707132577896118,1.489212777592552,1.4614634978881418,3008400
2023-04-26,1.4337137937545776,1.4799626933934484,1.4337137937545776,2743700
2023-04-27,1.4522134065628052,1.4614631643532974,1.4337137807160103,1167100
2023-04-28,1.4614630937576294,1.4799626084449984,1.4429634688044548,3872900
2023-05-02,1.498462200164795,1.5077119579839877,1.4614631688880233,4152100
2023-05-03,1.4707132577896118,1.4984625374940221,1.4429638678193657,5880200
2023-05-05,1.4522134065628052,1.4707129221437893,1.4429635385065023,1866300
2023-05-08,1.4707132577896118,1.4984625374940221,1.4614634978881418,7570000
2023-05-09,1.4707132577896118,1.4799630176910819,1.4522137379866715,5668100
2023-05-10,1.4707132577896118,1.5077122973954922,1.4522137379866715,9596100
2023-05-11,1.4707132577896118,1.489212777592552,1.4522137379866715,16561600
2023-05-12,1.479962944984436,1.553961020560868,1.4522136666432741,30140800
2023-05-15,1.4707132577896118,1.4984625374940221,1.4614634978881418,8838300
2023-05-16,1.4614630937576294,1.489212365788683,1.4429634688044548,9127700
2023-05-17,1.4429636001586914,1.4707129849816012,1.424464083787295,10820600
2023-05-18,1.4707132577896118,1.4707132577896118,1.4244643480164256,13392200
2023-05-19,1.479962944984436,1.479962944984436,1.4522136666432741,7873100
2023-05-22,1.4707132577896118,1.5262118171984325,1.4614634978881418,13364000
2023-05-23,1.479962944984436,1.48921270443149,1.461463426090328,7642300
2023-05-24,1.479962944984436,1.5077122233255982,1.470713185537382,8822400
2023-05-25,1.498462200164795,1.5077119579839877,1.470712926707216,13369700
2023-05-26,1.479962944984436,1.53546150166676,1.470713185537382,15501100
2023-05-29,1.4892125129699707,1.5262115460013832,1.4799627547121175,11967700
2023-05-30,1.5077122449874878,1.5169620045674368,1.479962966247641,14303200
2023-05-31,1.4522134065628052,1.51696171109625,1.4337137807160103,97905800
2023-06-01,1.4392139911651611,1.5042108027591152,1.4392139911651611,8955500
2023-06-02,1.4763553142547607,1.4856405587535015,1.4484994700696932,6240200
2023-06-06,1.4484992027282715,1.5042107701271878,1.4020729888031955,6641000
2023-06-07,1.4299287796020508,1.4670698630528571,1.4206435364115566,5937100
2023-06-08,1.457784652709961,1.457784652709961,1.4206435684222714,4194700
2023-06-09,1.4392139911651611,1.4670698308133288,1.420643505192268,5752700
2023-06-12,1.4670697450637817,1.4856402299512388,1.439213907043775,2958900
2023-06-13,1.4763553142547607,1.4949258032522421,1.4484994700696932,3727100
2023-06-14,1.4763553142547607,1.4949258032522421,1.4577848252572794,2842100
2023-06-15,1.4670697450637817,1.4763549875075104,1.439213907043775,6129000
2023-06-16,1.4299287796020508,1.4670698630528571,1.4299287796020508,21150000
2023-06-19,1.4670697450637817,1.4670697450637817,1.420643422156318,2530700
2023-06-20,1.4299287796020508,1.4670698630528571,1.4206435364115566,3968600
2023-06-21,1.457784652709961,1.5134961131082465,1.4392140552216999,5292500
2023-06-22,1.457784652709961,1.4856403829091036,1.4484992986214142,3512400
2023-06-23,1.457784652709961,1.4763551395093895,1.4484992986214142,3841100
2023-06-26,1.4763553142547607,1.4949258032522421,1.4670700697560202,3678800
2023-06-27,1.457784652709961,1.4856403829091036,1.4299288118219857,7173500
2023-06-28,1.4670697450637817,1.4856402299512388,1.457784502620053,2796700
2023-06-30,1.4763553142547607,1.4856405587535015,1.4577848252572794,8312400
2023-07-03,1.5042107105255127,1.5042107105255127,1.467069740857097,3878900
2023-07-04,1.4763553142547607,1.504211047750983,1.4670700697560202,4323800
2023-07-05,1.42064368724823,1.4763552629951944,1.42064368724823,7127400
2023-07-06,1.42064368724823,1.4484994197772914,1.4113584430718762,7292800
2023-07-07,1.4113582372665405,1.4299287229112856,1.4113582372665405,3025300
2023-07-10,1.3927878141403198,1.420643543857807,1.3835025709011575,3661600
2023-07-11,1.38350248336792,1.3927877260196113,1.3370762701094623,7456800
2023-07-12,1.3927878141403198,1.4020730573794822,1.3649320844228328,3838400
2023-07-13,1.3742172718048096,1.4020730003900574,1.3649320289430604,3150400
2023-07-14,1.3742172718048096,1.3927877575283083,1.355646786081311,12542400
2023-07-17,1.3649320602416992,1.3835025463910293,1.3556468171670344,6619700
2023-07-18,1.3742172718048096,1.3742172718048096,1.355646786081311,3673200
2023-07-20,1.3463618755340576,1.3835028561483422,1.3370766303804864,8809300
